Robert Weil Kiedrich Spätlese 19-|2019|Hesse|Riesling|105€|Nariz: pêssego branco, limão, mel, mineral salino. Boca: doce elegante, acidez vibrante, final longo e puro. Spätlese clássico e refinado. Beba agora-2035. Foie gras ou queijos azuis.|WA: 94 | JS: 93 | Peñín: 93
Basserman Jordan Pfalz Forster 17-|2017|Renania-Palatinado|Riesling|50€|Nariz: maçã madura, limão, ervas secas. Boca: seco mineral, acidez alta, final tenso. Bom valor Pfalz. Beba agora-2030. Peixe grelhado ou saladas.|WA: 91 | Peñín: 90
La Comtesse 20-|2020|Rías Baixas|Albariño|230€|Nariz: limão, maçã madura, mineral. Boca: seco cremoso. Comtesse top. Beba agora-2030.|WA: 93 | Peñín: 92
Leirana O Pradiño 22-|2022|Rías Baixas|Albariño|125€|Nariz: maracujá, ervas, salino. Boca: seco tenso. Pradiño top. Beba agora-2030.|WA: 92 | Peñín: 91
Louro 24-|2024|Valdeorras|Godello|46€|Nariz: limão, maçã, mineral. Boca: seco puro. Louro top. Beba agora-2028.|WA: 91 | Peñín: 90
Mg. Attis Mar 21-|2021|Rías Baixas|Albariño|Magnum (150cl)|320€|Nariz: maracujá, limão, salino. Boca: seco mineral. Magnum top. Beba agora-2030.|WA: 93 | Peñín: 92
Monte Alto Fillaboa 22-|2022|Rías Baixas|Albariño|46€|Nariz: limão, ervas. Boca: seco fresco. Fillaboa top. Beba agora-2028.|WA: 90 | Peñín: 89
O Luar do Sil 24-|2024|Valdeorras|Godello|30€|Nariz: maçã, limão. Boca: seco puro. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 88
O Luar Do Sil V Corgomo 22-|2022|Valdeorras|Godello|84€|Nariz: limão, ervas, mineral. Boca: seco tenso. Corgomo top. Beba agora-2028.|WA: 91 | Peñín: 90
O Morto A Via 22-|2022|Ribeiro|Treixadura|56€|Nariz: maçã, pera, flores. Boca: seco cremoso. A Via top. Beba agora-2028.|WA: 90 | Peñín: 89
Pazo Barrantes 22-|2022|Rías Baixas|Albariño|82€|Nariz: maracujá, limão, salino. Boca: seco vibrante. Pazo Barrantes top. Beba agora-2028.|WA: 92 | Peñín: 91
Pazo da Sinsela 21-|2021|Rías Baixas|Albariño|68€|Nariz: limão, maçã. Boca: seco fresco. Sinsela top. Beba agora-2028.|WA: 91 | Peñín: 90
Pazo da Sinsela San Clemente 21-|2021|Rías Baixas|Albariño|220€|Nariz: maracujá, ervas, mineral. Boca: seco tenso. San Clemente top. Beba agora-2030.|WA: 93 | Peñín: 92
Pazo San Mauro 24-|2024|Rías Baixas|Albariño|35€|Nariz: limão, ervas. Boca: seco puro. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Pazo Señorans Selección 15-|2015|Rías Baixas|Albariño|109€|Nariz: maçã madura, mel, mineral. Boca: seco cremoso. Selección madura top. Beba agora-2030.|WA: 92 | Peñín: 91
Pezas da Portela 23-|2023|Valdeorras|Godello|84€|Nariz: limão, maçã, mineral. Boca: seco tenso. Pezas top. Beba agora-2028.|WA: 91 | Peñín: 90
Sitta Ancestros 16-|2016|Rías Baixas|Albariño|192€|Nariz: maçã madura, mel, mineral. Boca: seco complexo. Ancestros maduro top. Beba agora.|WA: 93 | Peñín: 92
Sorte Antiga 22-|2022|Valdeorras|Godello|390€|Nariz: limão, ervas, mineral. Boca: seco denso. Sorte Antiga top. Beba agora-2035.|WA: 94 | Peñín: 93
Sorte O Soro 21-|2021|Valdeorras|Godello|700€|Nariz: maçã, limão, mineral. Boca: seco elegante. Soro ícone. Beba agora-2035.|WA: 95 | Peñín: 94
Sorte O Soro 22-|2022|Valdeorras|Godello|723€|Nariz: limão, ervas, mineral. Boca: denso puro. Top. Beba agora-2035.|WA: 96 | Peñín: 95
Ventoleiro Blanco 23-|2023|Rías Baixas|Albariño|66€|Nariz: maracujá, limão. Boca: seco fresco. Ventoleiro top. Beba agora-2028.|WA: 91 | Peñín: 90
Xesteiriña 23-|2023|Rías Baixas|Albariño|61€|Nariz: limão, ervas. Boca: seco puro. Xesteiriña top. Beba agora-2028.|WA: 90 | Peñín: 89
4 Monos Albillo Real 23-|2023|Madrid|Albillo Mayor|40€|Nariz: maçã, pera, mineral. Boca: seco cremoso. Albillo top. Beba agora-2028.|WA: 91 | Peñín: 90
Cantocuerdas 22-|2022|Madrid|Albillo Mayor|45€|Nariz: limão, ervas. Boca: seco tenso. Cantocuerdas top. Beba agora-2028.|WA: 90 | Peñín: 89
Comando G camino del Pilar 21-|2021|Madrid|Albillo Mayor|150€|Nariz: maçã, limão, mineral. Boca: seco puro. Camino del Pilar top. Beba agora-2030.|WA: 93 | Peñín: 92
Comando G El Tamboril BL 22-|2022|Madrid|Albillo Mayor|450€|Nariz: limão, ervas, mineral. Boca: denso elegante. Tamboril ícone. Beba agora-2035.|WA: 95 | Peñín: 94
Comando G El Tamboril BL 23-|2023|Madrid|Albillo Mayor|395€|Nariz: maçã, pera, mineral. Boca: seco tenso. Top. Beba agora-2030.|WA: 94 | Peñín: 93
El Hombre Bala 23-|2023|Madrid|Albillo Mayor|43€|Nariz: limão, ervas. Boca: seco fresco. Hombre Bala top. Beba agora-2028.|WA: 91 | Peñín: 90
